date,Z26_rate,U27_rate,Z26_price,U27_price,spread_U27_minus_Z26_bp
2023-09-29,4.185000000000002,4.125,95.815,95.875,-6.000000000000227
2023-10-02,4.314999999999998,4.25,95.685,95.75,-6.499999999999773
2023-10-03,4.334999999999994,4.269999999999996,95.665,95.73,-6.499999999999773
2023-10-04,4.385000000000005,4.325000000000003,95.615,95.675,-6.000000000000227
2023-10-05,4.305000000000007,4.25,95.695,95.75,-5.500000000000682
2023-10-06,4.340000000000003,4.290000000000006,95.66,95.71,-4.999999999999716
2023-10-09,4.25,4.194999999999993,95.75,95.805,-5.500000000000682
2023-10-10,4.194999999999993,4.140000000000001,95.805,95.86,-5.499999999999261
2023-10-11,4.105000000000004,4.030000000000001,95.895,95.97,-7.500000000000284
2023-10-12,4.194999999999993,4.1200000000000045,95.805,95.88,-7.499999999998863
2023-10-13,4.159999999999997,4.079999999999998,95.84,95.92,-7.9999999999998295
2023-10-16,4.234999999999999,4.159999999999997,95.765,95.84,-7.500000000000284
2023-10-17,4.280000000000001,4.219999999999999,95.72,95.78,-6.000000000000227
2023-10-18,4.459999999999994,4.385000000000005,95.54,95.615,-7.499999999998863
2023-10-19,4.510000000000005,4.435000000000002,95.49,95.565,-7.500000000000284
2023-10-20,4.435000000000002,4.390000000000001,95.565,95.61,-4.5000000000001705
2023-10-23,4.400000000000006,4.355000000000004,95.6,95.645,-4.5000000000001705
2023-10-24,4.299999999999997,4.269999999999996,95.7,95.73,-3.0000000000001137
2023-10-25,4.334999999999994,4.305000000000007,95.665,95.695,-2.9999999999986926
2023-10-26,4.284999999999997,4.269999999999996,95.715,95.73,-1.5000000000000568
2023-10-27,4.219999999999999,4.204999999999998,95.78,95.795,-1.5000000000000568
2023-10-30,4.25,4.2450000000000045,95.75,95.755,-0.49999999999954525
2023-10-31,4.209999999999994,4.200000000000003,95.79,95.8,-0.9999999999990905
2023-11-01,4.155000000000001,4.140000000000001,95.845,95.86,-1.5000000000000568
2023-11-02,4.025000000000006,4.015000000000001,95.975,95.985,-1.0000000000005116
2023-11-03,3.9150000000000063,3.9000000000000057,96.085,96.1,-1.5000000000000568
2023-11-06,3.989999999999995,3.9749999999999934,96.01,96.025,-1.5000000000001457
2023-11-07,3.9150000000000063,3.890000000000001,96.085,96.11,-2.500000000000524
2023-11-08,3.905000000000001,3.875,96.095,96.125,-3.0000000000001137
2023-11-09,3.905000000000001,3.879999999999996,96.095,96.12,-2.500000000000524
2023-11-10,3.985,3.9549999999999983,96.015,96.045,-3.000000000000158
2023-11-13,4.015000000000001,3.9749999999999934,95.985,96.025,-4.000000000000714
2023-11-14,3.819999999999993,3.780000000000001,96.18,96.22,-3.999999999999204
2023-11-15,3.864999999999995,3.8349999999999937,96.135,96.165,-3.0000000000001137
2023-11-16,3.769999999999996,3.735,96.23,96.265,-3.4999999999996145
2023-11-17,3.765000000000001,3.730000000000004,96.235,96.27,-3.4999999999997033
2023-11-20,3.765000000000001,3.719999999999999,96.235,96.28,-4.500000000000215
2023-11-21,3.754999999999996,3.7049999999999983,96.245,96.295,-4.99999999999976
2023-11-22,3.8499999999999934,3.7900000000000063,96.15,96.21,-5.9999999999987175
2023-11-23,3.9350000000000014,3.86,96.065,96.14,-7.500000000000151
2023-11-24,3.985,3.9150000000000063,96.015,96.085,-6.999999999999362
2023-11-27,3.890000000000001,3.825000000000003,96.11,96.175,-6.499999999999817
2023-11-28,3.8100000000000014,3.745000000000005,96.19,96.255,-6.499999999999639
2023-11-29,3.694999999999993,3.644999999999996,96.305,96.355,-4.999999999999716
2023-11-30,3.7900000000000063,3.75,96.21,96.25,-4.000000000000625
2023-12-01,3.730000000000004,3.7150000000000034,96.27,96.285,-1.5000000000000568
2023-12-04,3.799999999999997,3.7849999999999966,96.2,96.215,-1.5000000000000568
2023-12-05,3.6700000000000017,3.644999999999996,96.33,96.355,-2.5000000000005684
2023-12-06,3.620000000000005,3.5900000000000034,96.38,96.41,-3.000000000000158
2023-12-07,3.605000000000004,3.5649999999999977,96.395,96.435,-4.000000000000625
2023-12-08,3.644999999999996,3.5999999999999943,96.355,96.4,-4.5000000000001705
2023-12-11,3.7249999999999934,3.6850000000000014,96.275,96.315,-3.999999999999204
2023-12-12,3.5900000000000034,3.5649999999999977,96.41,96.435,-2.5000000000005684
2023-12-13,3.4350000000000023,3.4200000000000017,96.565,96.58,-1.5000000000000568
2023-12-14,3.325000000000003,3.319999999999993,96.675,96.68,-0.5000000000009663
2023-12-15,3.2549999999999955,3.2450000000000045,96.745,96.755,-0.9999999999990905
2023-12-18,3.230000000000004,3.2150000000000034,96.77,96.785,-1.5000000000000568
2023-12-19,3.114999999999995,3.0900000000000034,96.885,96.91,-2.4999999999991473
2023-12-20,3.0349999999999966,3.030000000000001,96.965,96.97,-0.49999999999954525
2023-12-21,2.9749999999999943,2.9849999999999994,97.025,97.015,1.0000000000005116
2023-12-22,2.950000000000003,2.9650000000000034,97.05,97.035,1.5000000000000568
2023-12-27,2.905000000000001,2.924999999999997,97.095,97.075,1.999999999999602
2023-12-28,2.9200000000000017,2.9350000000000023,97.08,97.065,1.5000000000000568
2023-12-29,2.969999999999999,2.980000000000004,97.03,97.02,1.0000000000005116
2024-01-02,3.0250000000000057,3.0400000000000063,96.975,96.96,1.5000000000000568
2024-01-03,3.0600000000000023,3.0799999999999983,96.94,96.92,1.999999999999602
2024-01-04,3.140000000000001,3.155000000000001,96.86,96.845,1.5000000000000124
2024-01-05,3.2150000000000034,3.2349999999999994,96.785,96.765,1.999999999999602
2024-01-08,3.2249999999999943,3.2450000000000045,96.775,96.755,2.000000000001023
2024-01-09,3.230000000000004,3.25,96.77,96.75,1.999999999999602
2024-01-10,3.2450000000000045,3.260000000000005,96.755,96.74,1.5000000000000568
2024-01-11,3.2849999999999966,3.2950000000000017,96.715,96.705,1.0000000000005116
2024-01-12,3.2049999999999983,3.230000000000004,96.795,96.77,2.5000000000005684
2024-01-15,3.1899999999999977,3.2150000000000034,96.81,96.785,2.5000000000005684
2024-01-16,3.1850000000000023,3.219999999999999,96.815,96.78,3.499999999999659
2024-01-17,3.394999999999996,3.394999999999996,96.605,96.605,0.0
2024-01-18,3.3499999999999943,3.3599999999999994,96.65,96.64,1.0000000000005116
2024-01-19,3.3799999999999955,3.3799999999999955,96.62,96.62,0.0
2024-01-22,3.364999999999995,3.3599999999999994,96.635,96.64,-0.49999999999954525
2024-01-23,3.4650000000000034,3.4650000000000034,96.535,96.535,0.0
2024-01-24,3.515000000000001,3.510000000000005,96.485,96.49,-0.49999999999958966
2024-01-25,3.480000000000004,3.489999999999995,96.52,96.51,0.9999999999990905
2024-01-26,3.4599999999999937,3.4749999999999943,96.54,96.525,1.5000000000000568
2024-01-29,3.3799999999999955,3.394999999999996,96.62,96.605,1.5000000000000568
2024-01-30,3.424999999999997,3.4350000000000023,96.575,96.565,1.0000000000005116
2024-01-31,3.2900000000000063,3.299999999999997,96.71,96.7,0.9999999999990905
